Unnamed: 0	Mô tả hàng hóa	Mã HS
	Biến áp (không phải máy biến điện sử dụng điện môi lỏng, không phải biến áp thích ứng, biến đổi đo lường), công suất danh định 4,9kVA, có tần số dưới 3MHz, biến đổi điện áp xoay chiều 380V, 440V, 220V sang điện áp xoay chiều 220V, 200V, 120V, 110V, 12V, 24V, model: Sanli 69143	85043249
	Mẫu yêu cầu phân tích gồm: Một pin lithium-ion polymer (pin sạc) hình khối chữ nhật kích thước (115*65*8)mm có thông số kỹ thuật (3,7V; 8000mAh; 29,6Wh) đầu nạp vào kiểu USB, đầu ra apple adapter, type C adapter, android và sạc không dây, nằm trong bìa của quyển sổ tay còng bìa nhựa có chứa 82 tờ giấy trắng hình chữ nhật kích thước (141x206)mm, các ngăn để chứa thẻ, name card, giấy tờ gọn nhẹ, tai cài bút	85076090
	Chế phẩm hóa chất có thành phần chính là hỗn hợp muối vô cơ sunphat,phosphat, cacbonat của canxi, natri, kali …, dạng bột, dùng trong chế biến thực phẩm.	38249999
	Phèn kali nhôm sulphat, dạng bột.	28333000
	Giấy một lớp đã nhuộm màu toàn bộ (thành phần tính theo tổng trọng lượng bột giấy: 62,8% bột hóa học tẩy trắng và 32,2% bột giấy cơ học và hóa cơ), chưa thấm tẩm, chưa in trang trí, bề mặt chưa tráng phủ, định lượng 59,8 g/m2, dạng cuộn khổ 94 cm; thuộc chủng loại giấy dùng để viết, in hoặc các mục đích đồ bản khác, làm thẻ và băng chưa đục lỗ.	48026159
	Chế phẩm hóa học có chứa hỗn hợp zircon (ZrSiO4), nhôm oxit (Al2O3) và phụ gia, dạng bột	38249999
	Cảm biến ô xy dùng để đo lượng ô xy trong khí thải của xe máy, tín hiệu sau đó được đưa về bộ điều khiển trung tâm xử lý để điều khiển quá trình phun xăng vào động cơ	90279091
	Cảm biến nhiệt độ dùng để đo nhiệt độ động cơ xe máy, tín hiệu sau đó được đưa về bộ điều khiển trung tâm xử lý để điều khiển quá trình phun xăng vào động cơ	90259010
	Chế phẩm hóa học có thành phần gồm KCl và hỗn hợp muối của natri, silic, canxi, clo,... dạng bột, dùng trong quá trình nấu nhôm	38249999
	Giấy bồi chưa tráng phủ, chưa in, chưa thấm tẩm bề mặt, được gia cố bên trong bằng lớp màng plastic, dạng cuộn, khổ 34,7cm, định lượng 242,8g/m2, công dụng dùng sản xuất tem nhãn	48239099
	Mẫu yêu cầu phân tích là chế phẩm chứa bitum dựa trên asphalt tự nhiên, dùng để chống thấm trong công trình xây dựng, dạng lỏng.	27150090
	"Giấy làm từ bột giấy tẩy trắng, không bóng, hàm lượng bột giấy thu được từ quá trình cơ học và quá trình hóa học - cơ học lớn hơn 10% so với tổng lượng bột giấy, định lượng 291,4g/m2, độ trắng 76%, độ dày 501 micromet, hàm lượng tro 12,1%, dạng cuộn khổ 365mm, dùng để sản xuất màng seal. (Không đạt "" giấy làm nền sản xuất giấy tráng nhôm"" theo Chú giải bổ sung của Danh mục thuế quan hài hòa Asean - AHTN 2017)"	48026199
	Chiết xuất gừng trên nền chất mảng tinh bột biến tính	13021990
	Chế phẩm hóa học chứa chất màu hữu cơ, dioctyl phthalate và phụ gia, dùng để kiểm tra vết nứt trên bề mặt sản phẩm.Chế phẩm hóa học chứa chất màu hữu cơ, dioctyl phthalate và phụ gia, dùng để kiểm tra vết nứt trên bề mặt sản phẩm.	38249999
	Dung dịch kali borat trong nước Thành phần tại Mục 5 kết hợp với thành phần tại Mục 6 theo tỉ lệ 1:1 để tạo thành bộ sản phẩm dùng để tẩy rửa, chưa đóng gói bán lẻ.	34029013
	Chế phẩm dạng dung dịch (lotion) bôi da, công dụng chống nắng, thành phần có chứa 2-ethylhexylsalicylate; homosalate; 3,4-methylpropylsuccinimide; oxybenzone; hương liệu, nước..., đóng gói bán lẻ với dung tích 90ml/tuýp.	33049930
	Hỗn hợp butyl stearate, butyl palmitate, hexadecan, 2,2,5-trimetylhexan, dạng lỏng	38249999
	Thuốc màu hữu cơ tổng hợp, dạng bột.	32041710
	Diphenyl (2,4,6-trimethylbenzoyl)phosphine oxide, dạng bột.	29313900
	Giấy đã tráng phủ với lớp xơ rayon vụn (chiều dài xơ không quá 5mm và xơ được cố định bằng chất kết dính phủ lên lớp giấy), dạng tấm. kích thước 70x100cm, chưa in, chưa nhuộm màu, chưa trang trí bề mặt. Công dụng theo khai báo giấy sẽ được in hai mặt dùng làm nhãn quần áo,	48119099
	Mẫu yêu cầu phân tích là gia vị hỗn hợp dạng bột, có thành phần chính từ muối, đường lactose, chất điều vị monosodium glutamate…, đóng gói 70g/túi.	21039029
	Thép không hợp kim (hàm lượng C<0,6% tính theo trọng lượng), dạng hình chữ H, cán nóng. Kích thước (H x B x t1 x t2) là: (150 x 150 x 7 x 10)mm	72163311
	 Canxi oxit , dạng bột	28259000
	Thép hợp kim (hàm lượng Mo ≈ 0,29%, Ni ≈ 2,99%, Al ≈ 0,955%, Cu ≈ 0,974% tính theo trọng lượng), dạng thanh, đã qua rèn, mặt cắt ngang hình chữ nhật	72284090
	Mẫu yêu cầu phân tích là chế phẩm làm sạch chứa chất hoạt động bề mặt anionic, dạng lỏng, đã đóng gói bán lẻ 250 ml/lọ.	34022015
	Hỗn hợp các chất thơm, ( Octylphenoxypoly (ethyleneoxy) (8) ethanol, nước..., chưa được đóng gói bán lẻ	33029000
	chế phẩm sáp paraffin trong nước dạng nhũ tương.	38249999
	Vải dệt thoi từ sợi thủy tinh đã tráng phủ hai mặt, khổ rộng 130mm, được gấp đôi và cố định lại bằng một đường chỉ may dọc theo chiều dài để tạo thành ống vải mềm với phần rìa còn lại có chiều rộng 35mm, bên trong ống vải được luồn một lớp lưới thép dạng ống đường kính 25mm, thường dùng để làm kín và cách nhiệt.	70199090
	Chế phẩm dạng gel đặt âm đạo, thành phần chứa astodrimer sodium, propylen glycol, glycerin, methyl-p-hydroxybenzoat và phụ gia; dùng điều trị nhiễm khuẩn và ngăn ngừa tái phát nhiễm khuẩn âm đạo. Đóng gói trong hộp giấy gồm 1 tuýp nhôm trọng lượng 40g và 1 dụng cụ đặt.	30049099
	"Disodium Octaborate Tetrahydrate thuộc nhóm 28.04 ""Borat; peroxoborat (perborat)"", mã số 2840.20.00 ""-Borat khác"", tại Danh mục hàng hóa xuất khẩu, nhập khảu Việt Nam"	28402000
	Imidazolidinyl Urea	29332100
	Sản phẩm dạng vòng đi từ silicon, kích thước đường kính trong 15 mm, đường kính ngoài 18 mm, được sử dụng làm chi tiết lắp ghép bên trong đầu cắm kết nối của dây dẫn.	39269099
	Tetraethyl 2,2-(1,4-phenylene dimethylidyne)bismalonate	29173990
	Chế phẩm chống cháy cho nhựa có thành phần chính là Poly(bis(phenoxy)phosphazene) và phụ gia, dạng bột	38249999
	Chế phẩm hóa học đã điều chế dùng trong xi mạ, dạng lỏng, thành phần có chứa hỗn hợp muối phosphat và nitrat của kẽm, nikel trong môi trường axit.	38249999
	Sản phẩm Tofu Cat Litter ở dạng viên trụ tròn, kích thước không đều có thành phần chủ yếu từ bã đậu nành và chất vô cơ khác (≈10% khối lượng). Được sử dụng để xử lý chất thải vệ sinh động vật bằng cách hấp thụ và kiểm soát mùi.	14049099
	Gạch xây dựng bằng gốm không chịu lửa (độ chịu lửa 1110oC), chưa tráng men, hình khối thang kích thước (230x115x65x45)mm. (Kết quả giám định số 12514/VLXD-TTKĐ của PTN Vilas 003-Viện Vật liệu xây dựng).	69041000
	Chế phẩm hóa học có thành phần chính là muối clorua nhôm, sắt 3, canxi và phụ gia, dạng hạt, thường dùng để xử lý nước	38249999
	Giấy không tráng phủ, hàm lượng bột giấy cơ học và hóa cơ dưới 10% so với tổng trọng lượng, hàm lượng tro 15.5%, độ trắng 88.6% Iso, định lượng 87g/m2, dạng cuộn, khổ 61 cm, dùng trong mục đích in ấn.	48025569
	Chế phẩm hóa chất dùng trong công nghiệp có thành phần chính là triolein và 2,4,7,9-Tetramethyl-5-decyne-4,7-diol, dạng lỏng	38249999
	Chế phẩm hóa chất dùng trong công nghiệp mạ có chứa hợp chất vô cơ của kali và phụ gia, trong môi trường kiềm	38249999
	Hỗn hợp muối clorua của magie và canxi	38249999
	Dioctyltin maleate	29319090
	Dây thép hợp kim (hàm lượng Cr ≈ 1,05%, Mo ≈ 0,186% tính theo trọng lượng), đường kính 9,3mm	72299091
	Chế phẩm hóa học có thành phần chính là Norflurane (C2H2F4), hợp chất triazole và dẫn xuất vòng thơm, đựng trong bình xịt dung tích theo khai báo Hải quan 420ml	38247800
	Gạch xây dựng bằng gốm không chịu lửa (độ chịu lửa 1110oC), chưa tráng men, hình hộp chữ nhật kích thước (230x115x65)mm. (Kết quả giám định số 12515/VLXD-TTKĐ của PTN Vilas 003-Viện Vật liệu xây dựng).	69041000
	Chế phẩm hóa học chứa 1-bromopropan và dầu thầu dầu, được sử dụng làm dầu trợ khoan dạng lỏng	34039919
	Sản phẩm bằng thép không gỉ, dạng viên nhỏ đồng đều, kích thước từ 6,5mm đến 7mm, dùng cho vào máy rung lắc để đánh bóng sản phẩm khác	73269099
	Mẫu yêu cầu phân tích là tấm nhựa xốp từ polyetylen (polymer trùng hợp) tự dính, một mặt dập hoa văn lồi lõm giả đá ốp màu trắng, một mặt có lớp keo tự dính được bảo vệ bằng giấy chống dính, dạng hình chữ nhật kích thước (775 x 695) mm, chiều dày lớn nhất 3,5 mm, các cạnh chưa gia công thêm, dùng để dán tường (không phù hợp làm tấm trải sàn).	39199092
	Thuốc điều trị ho có thành phần gồm hoạt chất levodropropizin, sucrose, methyl paraben, propyl paraben, hương liệu và phụ gia, đóng gói 50ml/lọ. Chỉ định: Điều trị triệu chứng kích thích ho, ho khan là kết quả của sự tắc nghẽn (viêm phế quản) và bệnh lý co thắt (viêm thanh quản, viêm khí quản), đồng thời có thể do liên quan đến nhiễm trùng. Liều dùng, cách dùng: Người lớn và trẻ em trên 12 tuổi: 10ml×3 lần/ngày. Trẻ em trên 2 tuổi: 1-2mg/kg×3 lần/ngày, tổng liều 3-6mg/kg/ngày.	30049059
	Sản phẩm không dệt dạng cuộn, khổ 50cm, trọng lượng 143g/m2, tạo thành từ xơ staple polyester đã phủ bột kim loại, đã phủ keo dính hai mặt; được bảo vệ bởi hai lớp nhựa mỏng trong suốt từ polyester. - Theo Công văn số DYC 180320 ngày 18/3/2020 của doanh nghiệp thì mẫu dùng để sản xuất miếng dán cố định và dẫn điện cho FPCB trong điện thoại.	56039300
	Chế phẩm hóa chất có thành phần chính là hợp chất vô cơ (hợp chất của kali, silic,...), dùng trong công nghiệp luyện kim	38249999
	Nhau thai cừu đã được làm khô, dạng bột	30019000
	Chế phẩm hóa học có thành phần chính là: Si (80,24%), Fe (0,27%), Ca (13,33%), Al (5,48%),..., dạng cục	38249999
	Chế phẩm làm sạch có chứa hỗn hợp dung môi và chất nhũ hóa, dạng lỏng, đã đóng gói bán lẻ, dung tích 1000ml/hộp	34022015
	Chế phẩm hóa học có thành phần chính gồm: Si (~83,98%), Ca (~7,12%), Al (~4,22%), Fe (~1,29%), Na (~1,84%),... dạng cục	38249999
	Sơn dùng trong nghệ thuật hội họa, có thành phần polymer, chất màu, chất độn, phụ gia, dạng nhão, đóng trong hộp nhựa dung tích 250ml/hộp	32139000
	Chế phẩm hóa học có thành phần chính gồm natri humat, hợp chất vô cơ: Fe2O3, SiO2, Al2O3 và phụ gia, dạng bột	38249999
	Vật liệu gốm, dạng hình cầu, đường kính khoảng 10mm, dùng để trồng cây.	69149000
	Mẫu yêu cầu phân tích có thành phần chủ yếu gồm polyethylen glycol, 2-hydroxyethyl methacrylate, có công dụng thúc đẩy nhanh quá trình lành vết thương, chống hình thành sẹo; dạng gel, đóng gói trong tuýp nhựa trọng lượng 5g	30059090
	Chế phẩm hóa học có thành phần chính là kẽm oxit phân tán trong polymer	39249999
	Chế phẩm hóa học dùng trong công nghiệp mạ có chứa 3-hexyne-2,5-diol; glycine; polyetyelen glycol và phụ gia, dạng lỏng	38249999
	Chế phẩm hóa học dùng trong xi mạ. Thành phần có chứa: canxi nitrat, kẽm nitrate, kẽm phosphate trong môi trường acid phosphoric.	38249999
	Chế phẩm chứa aluminum chloride và phụ gia, được đựng trong xylanh bằng nhựa, dạng gel, dung tích 5ml/xylanh. Công dụng: cầm máu trong nha khoa	30061090
	Gạch lót dùng cho máy nghiền có thành phần chính là nhôm oxit và silic dioxit, không tráng men.	69074010
	Xơ vụn từ polyethylen, chiều dài không quá 5mm	56013090
	Băng nhựa tự dính có chứa corundum nhân tạo, dạng cuộn, khổ 2 inch x 60 feet, dùng để tăng ma sát, chống trơn trượt.	68138900
	Rong biển rang( roasted seaweed), dạng miếng mỏng (kích thước ≈ 20x20cm), đóng gói 23g/túi, loại dùng làm thức ăn cho người.	20089930
	Chế phẩm thực phẩm dạng miếng mỏng (kích thước 9x7 cm) có thành phần chính là rong biển (roasted seaweed ≈ 55% khối lượng), dầu thực vật (chất béo ≈ 40% khối lượng), muối, đóng gói 4,2g/túi, dùng làm thức ăn cho người.	20089930
	Cáp dẫn điện, đã lắp đầu nối, điện áp sử dụng lớn nhất 80V. Cấu tạo: một dây có ruột gồm 08 sợi dây đồng, mỗi sợi bọc cách điện riêng bằng plastic với màu sắc khác nhau; xoắn làm 04 cặp, ngoài cùng được bọc chung bằng plastic màu xanh. Sử dụng truyền dữ liệu trong mạng máy tính và các thiết bị khác trong hệ thống điều khiển có máy tính.	85444299
	Mẫu có thành phần là Silicagel dạng gel trong nước, hỗ trợ điều trị các bệnh đường tiêu hóa, sử dụng đường uống, đóng gói 500 ml/chai	30049099
	Mẫu có thành phần là Silicagel dạng gel trong nước, hỗ trợ điều trị các bệnh đường tiêu hóa, sử dụng đường uống, đóng gói 15 ml/gói	30049099
	Sản phẩm dạng miếng mỏng, kích thước 6x9 cm, có thành phần chính là rong biển nghiền ép thành bản mỏng (≈ 47% khối lượng), chất béo (≈ 45% khối lượng), muối, đóng gói 4,5g/gói, dùng làm thức ăn cho người.	20089930
